narration_id,narration_text
35,"There is a large living room, and a big blue couch sits in the center, where a woman is seated. Near her, there is a baby on a pillow. She feeds the baby from a bottle. We see a dining table behind them. "
36,"A panoramic view. There is a big white ledge made out of concrete and tiles. In the left corner, there is a tower with four columns. It is brown. "
37,"Train station, while one train departs. People leave with suitcases rolling behind them. It is sunny and bright outside. In the centre, there is a staircase that leads underground, and some people go there. At the end, a man is passing by with a trolley."
38,"Dark bathroom with candles. One candle is on top of a sink, twinkling in the wind. The other is next to it."
39,"Outside in winter, there is a person shoveling snow from their car. It is a street with houses 2-3 stories. There are a lot of other cars along the street as well"
40,There is a corridor that resembles a prison cell with barrs in each room. Inside of a small room there is a dog who plays with the rug on the floor. It wiggles it's tail.
41,"It is a beach in the morning, with the sun high up in the sky. The sea is light blue, with the waves along the shore. The sand is white. There are some people closer to the water. There are also beach houses further behind the fence that divides the beach from the grass."
42,"A person is playing the piano, next to the open window with a view of the city. It is dark outside, and the houses have light in their windows. There is another piano as well, put nobody plays it. "
43,"It is a veterinary office with white tiles on the walls. There are kittens inside the small units, going around from side to side. The cats are white with black marks on them. To the right, there are two sinks and kitchen-like cabinets at top. One cat tries to escape its little chamber, so it climbs up the wall inside it."
44,"It is a veterinary office with white tiles on the walls. There are kittens inside the small units, going around from side to side. The cats are white with black marks on them. To the right, there are two sinks and kitchen-like cabinets at top. One cat tries to escape its little chamber, so it climbs up the wall inside it."
45,"In the countryside of the chicken farm. Multiple hens are going around in the grassfield. Behind them there is a barn with a poster that says Freeland. Chickens go around, flying and tasting the grass. The weather is cloudy and the trees behind do not have any leaves on them."
46,"Busy square in the city. There are advertisements on the glass buildings. There is a woman in the centre, she tries to take a picture. She does a pose of her hands up in the air, and the photographer suggests her to try another angle. She goes to the other corner. Meanwhile, a lot of people cross the street, cars go around."
47,"Barber's office. One man does a haircut on the other. He trims his hair. There are only two of them in the shop, but there are multiple empty chairs."
48,The ambulance car. There is a patient and a nurse checking his vitals on the screen. The patient is covered with blankets and has an oxygen mask on his face. She writes something down on the paper. 
49,Inside of the pig farm. There are many small pigs running around and feeding from separate containers filled with food. The containers have blue lids. Each enclosure consists of a small green fence.
50,"Inside of a museum exhibition. The exhibition is dark to resemble a night with a bright northern light picture. There are figures of animals such as bears, moose, and fish. There are also figures of people dressed in fur, covered head to toe. There is also one real human who stands and looks at one part of an exhibition with a wolf in it. "
51,"There is a person inside a shooting range, sitting and aiming at the target with a gun. He is wearing headphones and glasses. The shooting range has three seats and is not very big. Behind a man, there is a wall with a fire extinguisher and a table. "
52,"In a city. A double-decker bus of red color comes to a stop and picks up people. Behind a bus, on a square, there is a big white building in a classical style. On the right side of the bus stop, there is a fountain. "
53,"In a city. A double-decker bus of red color comes to a stop and picks up people. Behind a bus, on a square, there is a big white building in a classical style. On the right side of the bus stop, there is a fountain."
54,"Inside of a preson cell. There is a bed, a wardrobe and a table with chair and a toilet. On top of the bed there is a small window with the bars on it."
55,In a grass field. There is a landing place for the helicopter. The helicopter slowly approaches the ground. It is yellow. There is a warehouse in the back. There are also yellow tall boxes made out of profiled sheets.
56,Inside of a small bedroom. Three men are laughing really hard. They clap and slap in excitement. One of them leans on the wall.
57,(missing)
58,(missing)
59,(missing)
60,(missing)
61,(missing)
62,(missing)
63,(missing)
64,(missing)
65,(missing)
66,(missing)
67,(missing)
68,(missing)
69,(missing)
70,(missing)
71,(missing)
72,(missing)
73,(missing)
74,(missing)
75,(missing)
76,(missing)
77,(missing)
78,(missing)
